"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Minerals","Calcium","Vápník",,"Děti a adolescenti","Děti a adolescenti","11","17","11–17","y","11-17 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"960","mg/den","1150","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Dospělí","Dospělí","18","24","18–24","y","18-24 roků","1","1","Muži/Ženy",,,,,"NA",,,,"860","mg/den","1000","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Dospělí","Dospělí","25","999","25–99","y","≥ 25 roků","1","1","Muži/Ženy",,,,,"NA",,,,"750","mg/den","950","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Těhotné ženy","Těhotné ženy","18","24","18–24","y","18-24 roků","0","1","Ženy",,,,,"NA",,,,"860","mg/den","1000","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Těhotné ženy","Těhotné ženy","25","999","25-60","y","≥ 25 roků","0","1","Ženy",,,,,"NA",,,,"750","mg/den","950","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Kojící ženy","Kojící ženy","18","24","18–24","y","18-24 roků","0","1","Ženy",,,,,"NA",,,,"860","mg/den","1000","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Calcium","Vápník",,"Kojící ženy","Kojící ženy","25","60","25–60","y","≥ 25 roků","0","1","Ženy",,,,,"NA",,,,"750","mg/den","950","mg/den","NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for calcium","10.2903/j.efsa.2012.2814","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101","NA",,,"2500","mg/den","Scientific Opinion on the Tolerable Upper Intake Level of calcium","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814","NA",
"Minerals","Chloride","Chlór",,"Kojenci","Kojenci",7,11,"7–11","mo","7-11 měsíců",1,1,"Chlapci/Dívky","NA",,,"https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",0.3,"g/den","NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky",1,1,"Chlapci/Dívky",1.7,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Děti a adolescenti","Děti a adolescenti",4,6,"4–6","y","4-6 roků",1,1,"Chlapci/Dívky",2,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Děti a adolescenti","Děti a adolescenti",7,10,"7–10","y","7-10 roků",1,1,"Chlapci/Dívky",2.6,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Děti a adolescenti","Děti a adolescenti",11,17,"11–17","y","11-17 roků",1,1,"Chlapci/Dívky",3.1,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Dospělí","Dospělí",18,999,"18–99","y","≥ 18 roků",1,1,"Muži/Ženy",3.1,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Těhotné ženy","Těhotné ženy",18,60,"18-60","y","≥ 18 roků",1,1,"Muži/Ženy",3.1,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Chloride","Chlór",,"Kojící ženy","Kojící ženy",18,60,"18-60","y","≥ 18 roků",1,1,"Muži/Ženy",3.1,"g/den","Referenční hodnoty pro chlor jsou stanoveny jako ekvimolární referenčním hodnotám pro sodík, za předpokladu, že hlavním dietárním zdrojem příjmu sodíku je chlor. Referenční hodnoty pro chlor jsou nazývány “bezpečnými” a “adekvátními”, ve smyslu použití těchto termínů u sodíku (viz sodík).","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for chloride","10.2903/j.efsa.2019.5779 ","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779",,,,"NA",,,,,
"Minerals","Copper","Měď",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"0,4","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","1","2","1–2","y","1-2 roky","1","1","Chlapci/Dívky",,,,,"0,7","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"1","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","3","3","3","y","3 roky","1","1","Chlapci/Dívky",,,,,"1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"1","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","1","Chlapci/Dívky",,,,,"1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"2","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","7","9","7–9","y","7-9 roků","1","1","Chlapci/Dívky",,,,,"1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"3","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","10","10","10","y","10 roků","1","0","Chlapci",,,,,"1,3","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"3","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","10","10","10","y","10 roků","0","1","Dívky",,,,,"1,1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"3","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","11","17","11–17","y","11-17 roků","1","0","Chlapci",,,,,"1,3","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"4","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Děti a adolescenti","Děti a adolescenti","11","17","11–17","y","11-17 roků","0","1","Dívky",,,,,"1,1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"4","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","0","Muži",,,,,"1,6","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","0","1","Ženy",,,,,"1,3","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"1,5","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Copper","Měď",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"1,5","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for copper",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"0,4","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","1","1","Chlapci/Dívky",,,,,"0,6","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"1,5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","0","Chlapci",,,,,"1","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"2,5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","0","1","Dívky",,,,,"0,9","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"2,5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","7","8","7–8","y","7-8 roků","1","0","Chlapci",,,,,"1,5","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"2,5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","7","8","7–8","y","7-8 roků","0","1","Dívky",,,,,"1,4","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"2,5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","9","10","9–10","y","9-10 roků","1","0","Chlapci",,,,,"1,5","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","9","10","9–10","y","9-10 roků","0","1","Dívky",,,,,"1,4","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","0","Chlapci",,,,,"2,2","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","0","1","Dívky",,,,,"2,3","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","1","0","Chlapci",,,,,"3,2","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","0","1","Dívky",,,,,"2,8","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","0","Muži",,,,,"3,4","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","0","1","Ženy",,,,,"2,9","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"2,9","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluor",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"2,9","mg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/den","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Jód",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"70","μg/den",,,"NA",,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
