"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Minerals","Fluoride","Fluorure",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","0","Garçons",,,,,"2,2","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","0","1","Filles",,,,,"2,3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"5","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","0","Garçons",,,,,"3,2","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","0","1","Filles",,,,,"2,8","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"3,4","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","0","1","Femmes",,,,,"2,9","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"2,9","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Fluoride","Fluorure",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"2,9","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for fluoride",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332","NA",,,"7","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"70","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"90","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"200","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"90","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"250","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"90","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"300","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"120","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"450","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"130","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"500","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"150","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"600","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"200","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"600","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iodine","Iode",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"200","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for folate",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660","NA",,,"600","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"NA",,"8","mg/jour",,,"11","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Enfants","Enfants","1","6","1–6","y","1-6 ans","1","1","Garçons/Filles",,,,,"NA",,"5","mg/jour",,,"7","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Enfants","Enfants","7","11","7–11","y","7-11 ans","1","1","Garçons/Filles",,,,,"NA",,"8","mg/jour",,,"11","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Enfants","Enfants","12","17","12–17","y","12-17 ans","1","0","Garçons",,,,,"NA",,"8","mg/jour",,,"11","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Enfants","Enfants","12","17","12–17","y","12-17 ans","0","1","Filles",,,,,"NA",,"7","mg/jour",,,"13","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Adultes","femmes en préménopause","18","59","18-59","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"7","mg/jour",,,"16","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","Pour les femmes en préménopause (y compris les femmes allaitantes et enceintes), le RNP couvre les besoins d'environ 95% des femmes.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Adultes","Femmes en post-ménopause","40","999","40-99","y","≥ 40 ans","0","1","Femmes",,,,,"NA",,"6","mg/jour",,,"11","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"NA",,"6","mg/jour",,,"11","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"7","mg/jour",,,"16","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","Pour les femmes en préménopause (y compris les femmes allaitantes et enceintes), le RNP couvre les besoins d'environ 95% des femmes.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Iron","Fer",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"7","mg/jour",,,"16","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for iron",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254","Pour les femmes en préménopause (y compris les femmes allaitantes et enceintes), le RNP couvre les besoins d'environ 95% des femmes.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Magnesium","Magnésium",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"80","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Enfants","Enfants","1","2","1–2","y","1-2 ans","1","1","Garçons/Filles",,,,,"170","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Enfants","Enfants","3","3","3","y","3 ans","1","1","Garçons/Filles",,,,,"230","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf",,
"Minerals","Magnesium","Magnésium",,"Enfants","Enfants","4","9","4–9","y","4-9 ans","1","1","Garçons/Filles",,,,,"230","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Enfants","Enfants","10","17","10–17","y","10-17 ans","1","0","Garçons",,,,,"300","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Enfants","Enfants","10","17","10–17","y","10-17 ans","0","1","Filles",,,,,"250","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"350","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","0","1","Femmes",,,,,"300","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"300","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Magnesium","Magnésium",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"300","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","La LSS s'applique aux sels de Mg facilement dissociables (par exemple, chlorure, sulfate, aspartate, lactate) et à des composés tels que le MgO dans les compléments alimentaires, dans l'eau ou ajoutés aux aliments ; elle n'inclut pas le Mg naturellement présent dans les aliments et les boissons.",
"Minerals","Manganese","Manganèse",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"0.02–0.5","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","Pour les nourrissons, compte tenu de la fourchette étendue d'apport en manganèse qui semble être adéquate, un intervalle a été défini pour l'AS de ce groupe d'âge.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"0,5","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"1","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"1,5","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"2","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganèse",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
