Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Minerals;Calcium;Калциум;;Возрасни;Возрасни;18;24;18–24;a;18-24 години;1;1;Мажи/Жени;;;;NA;;860;mg / ден;;;1000;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Calcium;Калциум;;Возрасни;Возрасни;25;999;25–99;a;≥ 25 години;1;1;Мажи/Жени;;;;NA;;750;mg / ден;;;950;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Calcium;Калциум;;Бремени жени;Бремени жени;18;24;18–24;a;18-24 години;0;1;Жени;;;;NA;;860;mg / ден;;;1000;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Calcium;Калциум;;Бремени жени;Бремени жени;25;999;25-60;a;≥ 25 години;0;1;Жени;;;;NA;;750;mg / ден;;;950;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Calcium;Калциум;;Доилки;Доилки;18;24;18–24;a;18-24 години;0;1;Жени;;;;NA;;860;mg / ден;;;1000;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Calcium;Калциум;;Доилки;Доилки;25;60;25–60;a;≥ 25 години;0;1;Жени;;;;NA;;750;mg / ден;;;950;mg / ден;NA;;2012;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for calcium;10.2903/j.efsa.2012.2814;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4101;NA;;;2500;mg / ден;Scientific Opinion on the Tolerable Upper Intake Level of calcium;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2814;NA;
Minerals;Chloride;Хлор;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;NA;;NA;0.3;g / ден;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;1.7;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;2;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;2.6;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Деца и адолесценти;Деца и адолесценти;11;17;11–17;a;11-17 години;1;1;Мажи/Жени;3.1;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;1;Мажи/Жени;3.1;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;1;1;Мажи/Жени;3.1;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Chloride;Хлор;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;1;1;Мажи/Жени;3.1;g / ден;Референтните вредности за хлор се утврдени како вредности  еквиваларни на референтните вредности за натриум, под претпоставка дека главниот извор на хлорот во исхраната е натриум хлорид.  Референтните вредности за хлор се нарекуваат „безбедни“ и „адекватни“ во согласност со употребата на овие термини за натриум (види натриум). ;NA;;NA;;;;NA;;NA;;2019;EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA);Scientific Opinion on Dietary Reference Values for chloride;10.2903/j.efsa.2019.5779 ;https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5779;NA;NA;;NA;NA;NA;NA;NA;
Minerals;Copper;Бакар;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;0,4;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;1;2;1–2;a;1-2 години;1;1;Мажи/Жени;;;;0,7;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;1;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;3;3;3;a;3 години;1;1;Мажи/Жени;;;;1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;1;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;2;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;7;9;7–9;a;7-9 години;1;1;Мажи/Жени;;;;1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;3;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;10;10;10;a;10 години;1;0;Мажи;;;;1,3;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;3;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;10;10;10;a;10 години;0;1;Жени;;;;1,1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;3;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;11;17;11–17;a;11-17 години;1;0;Мажи;;;;1,3;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;4;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Деца и адолесценти;Деца и адолесценти;11;17;11–17;a;11-17 години;0;1;Жени;;;;1,1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;4;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;1,6;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;0;1;Жени;;;;1,3;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;1,5;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Copper;Бакар;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;1,5;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for copper;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4253;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;0,4;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;0,6;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;1,5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;0;Мажи;;;;1;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;2,5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;0;1;Жени;;;;0,9;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;2,5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;7;8;7–8;a;7-8 години;1;0;Мажи;;;;1,5;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;2,5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;7;8;7–8;a;7-8 години;0;1;Жени;;;;1,4;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;2,5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;9;10;9–10;a;9-10 години;1;0;Мажи;;;;1,5;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;9;10;9–10;a;9-10 години;0;1;Жени;;;;1,4;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;0;Мажи;;;;2,2;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;0;1;Жени;;;;2,3;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;5;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;0;Мажи;;;;3,2;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;0;1;Жени;;;;2,8;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;3,4;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;0;1;Жени;;;;2,9;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;2,9;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Fluoride;Флуорид;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;2,9;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for fluoride;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3332;NA;;;7;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;70;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;90;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;200;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;90;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;250;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;;;;90;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;300;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;1;Мажи/Жени;;;;120;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;450;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
