"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Lytis","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Minerals","Magnesium","Magnis",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"80","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","2","1–2","y","1-2 metai","1","1","Vyrai/Moterys",,,,,"170","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","3","3","3","y","3 metai","1","1","Vyrai/Moterys",,,,,"230","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf",,
"Minerals","Magnesium","Magnis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","9","4–9","y","4-9 metai","1","1","Vyrai/Moterys",,,,,"230","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","10","17","10–17","y","10-17 metų","1","0","Vyrai",,,,,"300","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","10","17","10–17","y","10-17 metų","0","1","Moterys",,,,,"250","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","0","Vyrai",,,,,"350","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","0","1","Moterys",,,,,"300","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"300","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Magnesium","Magnis",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"300","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for magnesium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186","NA",,,"250","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma lengvai skaidomoms Mg druskoms (pvz., chloridui, sulfatui, aspartatui, laktatui) ir tokiems junginiams kaip MgO, esantiems maisto papildų ar vandens sudėtyje, ar įdedamiems į maisto produktus; čia neįeina Mg, natūraliai aptinkamas maisto produktuose ir gėrimuose.",
"Minerals","Manganese","Manganas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"0,02–0,5","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","Kūdikių atveju, turint omeny platų tinkamos suvartoti mangano normos diapazoną, šiai amžiaus grupei nustatomas suvartojimo normos verčių intervalas",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"0,5","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"1","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"1,5","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"2","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"3","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"3","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"3","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Manganese","Manganas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"3","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"10","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,1","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"20","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,2","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"30","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"45","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,4","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"65","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,5","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"65","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,6","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"65","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,6","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molibdenas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"65","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,6","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 metų","1","1","Vyrai/Moterys",,,,,"160","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"250","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","10","4–10","y","4-10 metų","1","1","Vyrai/Moterys",,,,,"440","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","17","11–17","y","11-17 metų","1","1","Vyrai/Moterys",,,,,"640","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"550","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"550","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Fosforas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"550","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"750","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"800","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"1100","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"1800","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"2700","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"3500","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"3500","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Kalis",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"3500","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
